4,3
6,5
5,5
33,5
9,5
4,5
9,5
6,5
3,5
4,5
4,5
9,5
5,5
8,5
9,5
8,5
22,5
4,5
22,5
8,5
12,5
15,5
13,5
3,5
14,5
8,5
11,5
14,5
5,5
3,5
9,5
8,9
13,9
13,9
53,9
69,9
51,9
13,9
19,9
22,9
55,9
24,11
57,11
73,11
59,11
49,11
52,11
33,11
95,11
75,11
34,11
32,19
124,15
64,15
10,7
12,7
11,7
23,7
18,7
45,7
6,7
12,7
15,7
11,7
8,7
18,7
10,7
7,7
15,7
165,15
52,15
94,15
35,15
36,15
169,15
49,15
108,17
115,17
228,17
106,17
53,17
21,5
5,5
4,5
6,5
17,5
3,5
4,5
15,5
11,5
4,5
6,5
5,5
26,5
5,5
10,5
16,5
6,7
9,7
17,7
34,7
52,7
10,7
14,7
10,7
11,7
32,7
19,7
32,7
18,7
17,7
27,7
29,7
33,7
43,7
23,7
9,7
9,7
24,7
21,7
8,7
9,7
15,7
51,7
10,7
7,7
15,7
11,7
74,7
21,7
51,7
53,7
27,7
26,7
33,7
43,7
14,9
50,9
22,9
37,9
22,9
12,9
22,9
17,9
22,9
12,9
15,9
15,9
41,9
16,9
22,9
10,9
13,9
20,9
37,9
103,9
12,9
31,9
13,9
61,9
12,9
13,9
59,9
33,9
6,9
26,9
13,9
13,9
11,9
12,9
35,9
14,9
60,9
12,9
57,9
16,9
26,9
59,9
37,9
15,11
13,11
78,11
28,11
36,11
77,11
48,11
41,11
89,11
26,11
63,11
27,11
34,11
76,11
51,11
19,11
46,11
12,11
25,11
48,11
64,11
17,11
73,11
13,11
10,11
109,11
72,11
11,11
109,11
39,11
55,11
30,11
73,11
30,11
38,11
32,11
92,11
53,11
43,11
87,11
48,11
34,11
42,11
28,11
22,13
26,13
34,13
122,13
24,13
20,13
102,13
44,13
45,13
82,13
23,13
34,13
32,13
91,13
66,13
40,13
47,13
98,13
63,13
60,13
23,15
34,15
57,15
18,15
214,15
21,15
192,15
37,15
16,15
66,15
278,15
51,15
52,15
79,15
16,15
39,15
72,15
60,17
67,17
55,17
44,17
78,17
76,17
38,17
48,17
40,17
84,17
89,17
97,17
127,17
37,17
141,17
59,17
370,17
153,17
79,17
138,17
20,17
17,17
40,17
52,17
58,17
65,17
87,17
51,17
309,17
58,17
52,17
67,17
52,17
43,17
158,17
37,17
55,17
50,17
22,17
235,17
295,17
151,17
153,17
24,17
60,19
41,19
69,19
247,19
87,19
173,19
258,19
68,19
114,19
435,19
72,19
63,19
47,19
340,19
65,19
188,19
72,19
28,19
151,19
97,19
101,19
104,19
192,19
140,19
106,19
115,19
100,19
80,19
37,19
49,19
263,19
152,19
167,19
445,19
177,19
36,19
251,19
100,19
67,19
34,19
57,19
